X,Y,esi_original_sim1
0.0,0.0,-0.725540670712735
1.0,0.0,-0.7358849202399592
2.0,0.0,-0.7528961601883222
3.0,0.0,-0.7799981819251094
4.0,0.0,-0.9532061530222096
5.0,0.0,-0.5413835320145797
6.0,0.0,-0.7404252942639082
7.0,0.0,-0.7688134274631497
8.0,0.0,-0.7839069113100542
9.0,0.0,-0.796264036200101
10.0,0.0,-0.8092305052561927
11.0,0.0,-0.8249593153252515
12.0,0.0,-0.8453967771658474
13.0,0.0,-0.8725830425444775
14.0,0.0,-0.909385209739823
15.0,0.0,-0.9640226900432864
16.0,0.0,-1.071573635680482
17.0,0.0,-1.6339689658435033
18.0,0.0,-1.1038850933895896
19.0,0.0,-1.0291469181850592
20.0,0.0,-1.000681795777583
21.0,0.0,-0.9786097973588932
22.0,0.0,-0.9625850830599856
23.0,0.0,-0.9892134016933741
24.0,0.0,-1.0225305088771022
25.0,0.0,-1.0504156925912385
26.0,0.0,-1.0757766254621317
27.0,0.0,-1.1005358162613406
28.0,0.0,-1.1260169526286883
29.0,0.0,-1.1538233653286185
30.0,0.0,-1.1859748579969995
31.0,0.0,-1.2130600093498465
32.0,0.0,-1.2113705595233903
33.0,0.0,-1.2097204489053357
34.0,0.0,-1.2149481844876777
35.0,0.0,-1.22641876110683
36.0,0.0,-1.247640250614189
37.0,0.0,-1.2671664619553573
38.0,0.0,-1.2416305461235013
39.0,0.0,-1.209333048753588
40.0,0.0,-1.18500063085328
41.0,0.0,-1.165899923237994
42.0,0.0,-1.1500368284339983
43.0,0.0,-1.1363812422931747
44.0,0.0,-1.1243643352976194
45.0,0.0,-1.1136376186818768
46.0,0.0,-0.10403683585952961
47.0,0.0,-0.10976216884750256
48.0,0.0,-0.1147292728151661
49.0,0.0,-0.11830651215426105
50.0,0.0,-0.11991152566405555
51.0,0.0,-0.11938459773267907
52.0,0.0,-0.11716167397631176
53.0,0.0,-0.11401796963621051
54.0,0.0,-0.1106720050827456
55.0,0.0,-0.10759147679642
56.0,0.0,-0.1050002924373056
57.0,0.0,-0.10293913715801135
58.0,0.0,-0.10128580488938636
59.0,0.0,-0.09971013055275996
60.0,0.0,-0.09759437270057297
61.0,0.0,-0.09403478697240397
62.0,0.0,-0.08810022526735112
63.0,0.0,-0.079328294691827
64.0,0.0,-0.06803322014617115
65.0,0.0,-0.05510048893703146
66.0,0.0,-0.041556695974827945
67.0,0.0,-0.028303896061477846
68.0,0.0,-0.016044880754743043
69.0,0.0,-0.005261061350540719
70.0,0.0,0.0038653357833779434
71.0,0.0,0.011719545550089513
72.0,0.0,0.020481432693330304
73.0,0.0,0.03770009714763946
74.0,0.0,0.0707101902998313
75.0,0.0,0.10887857673958279
76.0,0.0,0.13867514729501637
77.0,0.0,0.17182890761601788
78.0,0.0,0.20920892534992402
79.0,0.0,0.24980822051233526
80.0,0.0,0.29378320868080315
81.0,0.0,0.3425422641330127
82.0,0.0,0.401732420146796
83.0,0.0,0.5030758836660403
84.0,0.0,1.7534848754682768
85.0,0.0,0.5463007532602134
86.0,0.0,0.48447816091530993
87.0,0.0,0.4762115529957205
88.0,0.0,0.48500228511983495
89.0,0.0,0.5038263976901163
90.0,0.0,0.5316317929683285
91.0,0.0,0.5677707994770418
92.0,0.0,0.6065393927379903
93.0,0.0,0.650192413751536
94.0,0.0,0.7532889200851687
95.0,0.0,1.811773374472364
96.0,0.0,1.903464704489046
97.0,0.0,0.7567815975813637
98.0,0.0,0.6291048288808945
99.0,0.0,0.6574361431353495
100.0,0.0,0.6758510296940003
101.0,0.0,0.6943799137347588
102.0,0.0,0.704963743440316
103.0,0.0,0.7007851146836405
104.0,0.0,0.6922036438682748
105.0,0.0,0.6869756115199659
106.0,0.0,0.6799294213545299
107.0,0.0,0.6534912453335572
108.0,0.0,0.620997622669111
109.0,0.0,0.5928559005298311
110.0,0.0,0.5728894570078451
111.0,0.0,0.5558368840700825
112.0,0.0,0.5373900644730879
113.0,0.0,0.5169323220023546
114.0,0.0,0.494883621416608
115.0,0.0,0.4716988417791084
116.0,0.0,0.4473938677241836
117.0,0.0,0.42122421150088285
118.0,0.0,0.3910418277311857
119.0,0.0,0.3507262994330811
120.0,0.0,0.27431682682477837
121.0,0.0,-0.4056706480960128
122.0,0.0,0.24269432418809553
123.0,0.0,0.27885279115680417
124.0,0.0,0.27874403660297337
125.0,0.0,0.27558752948348214
126.0,0.0,0.28246102689590535
127.0,0.0,0.29361903186775984
128.0,0.0,0.30249633985962227
129.0,0.0,0.3083714591687596
130.0,0.0,0.31197222681778586
131.0,0.0,0.3139644079822107
132.0,0.0,0.31490960064671214
133.0,0.0,0.31542341065247304
134.0,0.0,0.3162458152084712
135.0,0.0,0.3182847592460603
136.0,0.0,0.32277488637254953
137.0,0.0,0.33183470682604416
138.0,0.0,0.35419550523203475
139.0,0.0,0.39131326190744564
140.0,0.0,0.36161955793611633
141.0,0.0,0.32777213246232256
142.0,0.0,0.3069382740634975
143.0,0.0,0.29232810751879196
144.0,0.0,0.28044764106998804
145.0,0.0,0.2696476386039978
146.0,0.0,0.2590331996675836
147.0,0.0,0.24800028845568653
148.0,0.0,0.23598703454153008
149.0,0.0,0.22229779954102521
150.0,0.0,0.20616976452584188
151.0,0.0,0.18841671848849584
152.0,0.0,0.17645561373703333
153.0,0.0,0.17773387333987545
154.0,0.0,0.18330251968605044
155.0,0.0,0.18533221352146217
156.0,0.0,0.18369173485814533
157.0,0.0,0.18028829098611487
158.0,0.0,0.1734700244154398
159.0,0.0,0.16915942630397565
160.0,0.0,0.20530423095916428
161.0,0.0,0.24602447224869758
162.0,0.0,0.286183384852499
163.0,0.0,0.3437404691228926
164.0,0.0,0.7127751333035683
165.0,0.0,0.40924156190739724
166.0,0.0,0.3991022443556576
167.0,0.0,0.40710496740203594
168.0,0.0,0.38997890327345447
169.0,0.0,0.3781555503895502
170.0,0.0,0.3781162052478456
171.0,0.0,0.38448118380283725
172.0,0.0,0.39419685274371696
173.0,0.0,0.4053213440263158
174.0,0.0,0.4163233061591553
175.0,0.0,0.4260280280373288
176.0,0.0,0.4339238500703291
177.0,0.0,0.4404811397468144
178.0,0.0,0.4470820080617443
179.0,0.0,0.45534884156607114
180.0,0.0,0.46496191979373325
181.0,0.0,0.46798126437009635
182.0,0.0,0.4548704201576586
183.0,0.0,0.4337245223668764
184.0,0.0,0.41374294289905983
185.0,0.0,0.3968906226866293
186.0,0.0,0.39015981632717917
187.0,0.0,0.4055737901807223
188.0,0.0,0.42383987467494916
189.0,0.0,0.4453555076229769
190.0,0.0,0.46987800414760894
191.0,0.0,0.49499058052974326
192.0,0.0,0.5073930099302695
193.0,0.0,0.49249270260102745
194.0,0.0,0.46565681640527745
195.0,0.0,0.44139374248849855
196.0,0.0,0.4206890702499532
197.0,0.0,0.40141352756449805
198.0,0.0,0.38258719792709267
199.0,0.0,0.36440207140740444
0.0,1.0,-0.6897307267339036
1.0,1.0,-0.7071371507490066
2.0,1.0,-0.732890771381968
3.0,1.0,-0.7567957406921156
4.0,1.0,-0.7657334480455258
5.0,1.0,-0.7405625211675274
6.0,1.0,-0.7478763803495517
7.0,1.0,-0.7625531576777563
8.0,1.0,-0.7731596311172346
9.0,1.0,-0.7822926590028488
10.0,1.0,-0.7924932300213796
11.0,1.0,-0.8060665841623456
12.0,1.0,-0.8254678345558956
13.0,1.0,-0.853556905163467
14.0,1.0,-0.8911440697563444
15.0,1.0,-0.9401582294476424
16.0,1.0,-1.0108354160073993
17.0,1.0,-1.0786425396668076
18.0,1.0,-1.050460913288782
19.0,1.0,-1.0163338300282587
20.0,1.0,-0.9951507320326629
21.0,1.0,-0.9630015969339624
22.0,1.0,-0.7682046245500794
23.0,1.0,-0.9748875109568764
24.0,1.0,-1.0252515246947824
25.0,1.0,-1.0580027345886185
26.0,1.0,-1.086149174729851
27.0,1.0,-1.1131506752262137
28.0,1.0,-1.1408110467255208
29.0,1.0,-1.17159339800449
30.0,1.0,-1.2132769441799243
31.0,1.0,-1.3303404268507404
32.0,1.0,-1.2392719081019767
33.0,1.0,-1.2329600409336035
34.0,1.0,-1.2383241003984016
35.0,1.0,-1.2502401039944884
36.0,1.0,-1.2813910139238256
37.0,1.0,-1.429333870986702
38.0,1.0,-1.2733688389125042
39.0,1.0,-1.2250415106140977
40.0,1.0,-1.1960979414597313
41.0,1.0,-1.174582400671173
42.0,1.0,-1.1570708994088978
43.0,1.0,-1.1421754380966167
44.0,1.0,-1.1291892624279132
45.0,1.0,-1.1176899274379024
46.0,1.0,-0.11737699030906099
47.0,1.0,-0.1253025325300169
48.0,1.0,-0.13267905530226282
49.0,1.0,-0.13831874881660888
50.0,1.0,-0.1407972406734987
51.0,1.0,-0.13956874942724282
52.0,1.0,-0.13565327504228095
53.0,1.0,-0.1307608381617913
54.0,1.0,-0.12617422978612775
55.0,1.0,-0.12252142459006539
56.0,1.0,-0.12002425898988078
57.0,1.0,-0.11872167353827909
58.0,1.0,-0.11853525576591063
59.0,1.0,-0.11916153563333523
60.0,1.0,-0.11978842368544323
61.0,1.0,-0.11880428224389279
62.0,1.0,-0.11412579906009274
63.0,1.0,-0.10459454082473571
64.0,1.0,-0.09100543964729033
65.0,1.0,-0.075283895470848
66.0,1.0,-0.05924860588917018
67.0,1.0,-0.044267973410058024
68.0,1.0,-0.031404683196274305
69.0,1.0,-0.02158142975876097
70.0,1.0,-0.01566882073547672
71.0,1.0,-0.014733563825634996
72.0,1.0,-0.02143054235967147
73.0,1.0,-0.022162804035557204
74.0,1.0,0.03973486869001308
75.0,1.0,0.2307729800431831
76.0,1.0,0.129056123218571
77.0,1.0,0.1638873820792392
