X,Y,esi_original_sim1
0.0,0.0,-0.3246398820305525
1.0,0.0,-0.3458472602830538
2.0,0.0,-0.3789365997823321
3.0,0.0,-0.44571496583571174
4.0,0.0,-0.9532061530222096
5.0,0.0,-0.5413835320145797
6.0,0.0,-0.421160022221671
7.0,0.0,-0.4017171935581835
8.0,0.0,-0.3984075903654515
9.0,0.0,-0.4021458268056291
10.0,0.0,-0.4098638868958158
11.0,0.0,-0.42059452721578694
12.0,0.0,-0.4345253472927052
13.0,0.0,-0.45213873739191524
14.0,0.0,-0.4743720163393389
15.0,0.0,-0.5079100441729771
16.0,0.0,-0.5878814538245504
17.0,0.0,-1.6339689658435035
18.0,0.0,-0.6970191106336983
19.0,0.0,-0.5963398975032346
20.0,0.0,-0.5636719860826899
21.0,0.0,-0.555995521466835
22.0,0.0,-0.5582643058974697
23.0,0.0,-0.5441803661186482
24.0,0.0,-0.5337416896538445
25.0,0.0,-0.5312609871658373
26.0,0.0,-0.5342947574112509
27.0,0.0,-0.5423477337887507
28.0,0.0,-0.5568445321756933
29.0,0.0,-0.5822341865956684
30.0,0.0,-0.6277750126343274
31.0,0.0,-0.6730555299516776
32.0,0.0,-0.6057781617248305
33.0,0.0,-0.5741927606942818
34.0,0.0,-0.5622509312006694
35.0,0.0,-0.5663239958902654
36.0,0.0,-0.5919708289796658
37.0,0.0,-0.6539663701862161
38.0,0.0,-0.5802829643607447
39.0,0.0,-0.5024773330675736
40.0,0.0,-0.4552026527261118
41.0,0.0,-0.4252437724412763
42.0,0.0,-0.40507614982825074
43.0,0.0,-0.39103052763877144
44.0,0.0,-0.38115474873656946
45.0,0.0,-0.37427739191911535
46.0,0.0,-0.36956517279716417
47.0,0.0,-0.3662672906027091
48.0,0.0,-0.49252048080419986
49.0,0.0,-0.4920448370906431
50.0,0.0,-0.5321862928121096
51.0,0.0,-0.5300864152377358
52.0,0.0,-0.5265507444851504
53.0,0.0,-0.5223554506858806
54.0,0.0,-0.5182484709261834
55.0,0.0,-0.5147131815710311
56.0,0.0,-0.511952527599463
57.0,0.0,-0.5099390901633309
58.0,0.0,-0.5084223249087334
59.0,0.0,-0.5068614529141934
60.0,0.0,-0.5043272845231971
61.0,0.0,-0.49952702266073495
62.0,0.0,-0.318361199753517
63.0,0.0,-0.3057224440626096
64.0,0.0,-0.28833021179813123
65.0,0.0,-0.26777082039921957
66.0,0.0,-0.24584468118547412
67.0,0.0,-0.22409067235902755
68.0,0.0,-0.20363017708637923
69.0,0.0,-0.1851016250029341
70.0,0.0,-0.16852274923460092
71.0,0.0,-0.15292177256270886
72.0,0.0,-0.13477412053282625
73.0,0.0,-0.10320070044317405
74.0,0.0,-0.04640692983742427
75.0,0.0,0.013812724017649996
76.0,0.0,0.03451307893431905
77.0,0.0,0.36342242920264034
78.0,0.0,0.4026598457706445
79.0,0.0,0.44567329780084436
80.0,0.0,0.49189091974058374
81.0,0.0,0.541881694979762
82.0,0.0,0.6005177344798244
83.0,0.0,0.7138104073014586
84.0,0.0,1.753484875468277
85.0,0.0,0.7879005342022933
86.0,0.0,0.8782571080030159
87.0,0.0,0.8775413075101287
88.0,0.0,0.8912650616894883
