X,Y,esi_original_sim1
0.0,0.0,0.6444035559362702
1.0,0.0,0.6442064365513971
2.0,0.0,0.6441936477020667
3.0,0.0,0.6443917340830793
4.0,0.0,0.6448288156118781
5.0,0.0,0.6455341883816673
6.0,0.0,0.6465377780939282
7.0,0.0,0.6478694372682279
8.0,0.0,0.6495580877079705
9.0,0.0,0.6516307230306446
10.0,0.0,0.6541113017167837
11.0,0.0,0.6570195775321204
12.0,0.0,0.6603699291268668
13.0,0.0,0.664170261560886
14.0,0.0,0.6684210570358617
15.0,0.0,0.673114648567483
16.0,0.0,0.6782347782976846
17.0,0.0,0.6837564827510216
18.0,0.0,0.6896463231011098
19.0,0.0,0.695862952832693
20.0,0.0,0.702357991574121
21.0,0.0,0.7090771551820739
22.0,0.0,0.7159615800251422
23.0,0.0,0.7229492740958596
24.0,0.0,0.7299766281673462
25.0,0.0,0.7369799250708315
26.0,0.0,0.7438967924956494
27.0,0.0,0.7506675529683803
28.0,0.0,0.7572364328553354
29.0,0.0,1.5018928406355336
30.0,0.0,1.5072734665322833
31.0,0.0,1.5122676292875903
32.0,0.0,1.5168432720739105
33.0,0.0,1.4910686296183284
34.0,0.0,1.4944128781489703
35.0,0.0,1.4973126521459807
36.0,0.0,1.4997645338255705
37.0,0.0,1.5017709342183467
38.0,0.0,1.503339511445065
39.0,0.0,1.5044825147169312
40.0,0.0,1.4745942352362333
41.0,0.0,1.475073584612137
42.0,0.0,1.3375580543714747
43.0,0.0,1.3368531479987291
44.0,0.0,1.3188969127516177
45.0,0.0,1.3179129647225418
46.0,0.0,1.3167574704179688
47.0,0.0,1.3154475114229391
48.0,0.0,1.3140000639361944
49.0,0.0,0.8443261052993906
50.0,0.0,0.8426563664738086
51.0,0.0,0.8409030531935017
52.0,0.0,0.8390810528236152
53.0,0.0,0.8372047817710607
54.0,0.0,0.8352881674666763
55.0,0.0,0.8333446378301594
56.0,0.0,0.8313871132562801
57.0,0.0,0.8294279965524322
58.0,0.0,0.8274791567608023
59.0,0.0,0.8386657343483688
60.0,0.0,0.8126076326189268
61.0,0.0,0.8107473317745698
62.0,0.0,0.8089502253076247
63.0,0.0,0.8072252970337259
64.0,0.0,0.7317569034427106
65.0,0.0,0.7303544120601125
66.0,0.0,0.7290610468407734
67.0,0.0,0.7278818267287244
68.0,0.0,0.7268204237953847
69.0,0.0,0.7258790589706018
70.0,0.0,0.7250584425428593
71.0,0.0,0.7243577670140132
72.0,0.0,0.6085767573914496
73.0,0.0,0.5611734063716262
74.0,0.0,0.5611632765272354
75.0,0.0,0.5611869135117652
76.0,0.0,0.5612417872245943
77.0,0.0,0.5613251053115377
78.0,0.0,0.5614338892210752
79.0,0.0,0.5615650469961692
80.0,0.0,0.5617154395066002
81.0,0.0,0.5618819379225881
82.0,0.0,0.5620614713145311
83.0,0.0,0.5622510642134155
84.0,0.0,0.5624478647127508
85.0,0.0,0.5626491642148322
86.0,0.0,0.5628524102363229
87.0,0.0,0.489481587156417
88.0,0.0,0.4648042120090593
89.0,0.0,0.4650236999168486
90.0,0.0,0.465233381292489
91.0,0.0,0.46543194908022834
92.0,0.0,0.4656181281883114
93.0,0.0,0.5555614619506953
94.0,0.0,0.6048991358592727
95.0,0.0,0.6050222794272541
96.0,0.0,0.6051188138096002
97.0,0.0,0.6207673634540238
98.0,0.0,0.6207811553169966
99.0,0.0,0.6207668114727761
100.0,0.0,0.62072437040291
101.0,0.0,0.6206542959293543
102.0,0.0,0.6205575103371015
