x,y,z,cond_ok
75.0,2.0,0.0,-0.43709287605118463
76.0,2.0,0.0,-0.4259759293110816
77.0,2.0,0.0,-0.4144359609854236
78.0,2.0,0.0,-0.4025035427203371
79.0,2.0,0.0,-0.1784925462430909
80.0,2.0,0.0,-0.16656128801602368
81.0,2.0,0.0,-0.22780402510587983
82.0,2.0,0.0,-0.2154845583889478
83.0,2.0,0.0,-0.20298917445810333
84.0,2.0,0.0,-0.16641490942441645
85.0,2.0,0.0,-0.15340275454304206
86.0,2.0,0.0,-0.14018111923351464
87.0,2.0,0.0,-0.1267805500077054
88.0,2.0,0.0,-0.11320480341487077
89.0,2.0,0.0,-0.22094316764280003
90.0,2.0,0.0,-0.2070263211875295
91.0,2.0,0.0,-0.19299860254105713
92.0,2.0,0.0,-0.17889983290525183
93.0,2.0,0.0,-0.1647699650764882
94.0,2.0,0.0,-0.1506489787554586
95.0,2.0,0.0,-0.13657677320870543
96.0,2.0,0.0,-0.12259305698703638
97.0,2.0,0.0,-0.10873723451497205
98.0,2.0,0.0,-0.09504828951219241
99.0,2.0,0.0,-0.11054785081812843
100.0,2.0,0.0,-0.09744415636112985
101.0,2.0,0.0,-0.0846108127229866
102.0,2.0,0.0,-0.07208358732950482
103.0,2.0,0.0,-0.05989722201250791
104.0,2.0,0.0,-0.04808530772035932
105.0,2.0,0.0,-0.03668016167881599
106.0,2.0,0.0,-0.025712708707905957
107.0,2.0,0.0,-0.015212368530022197
108.0,2.0,0.0,-0.005206950979041669
109.0,2.0,0.0,0.004277438967875663
110.0,2.0,0.0,-0.009890040208458573
111.0,2.0,0.0,-0.0014472475572982202
112.0,2.0,0.0,0.006411090482222603
113.0,2.0,0.0,0.0136663393827266
114.0,2.0,0.0,0.02030184398572743
115.0,2.0,0.0,0.02630293173917786
116.0,2.0,0.0,0.03165689773092109
117.0,2.0,0.0,0.03635297171691233
118.0,2.0,0.0,0.04038226775238876
119.0,2.0,0.0,0.04373771742578035
120.0,2.0,0.0,0.04641398805450353
121.0,2.0,0.0,0.048407387516330364
122.0,2.0,0.0,0.049715757650492576
123.0,2.0,0.0,0.05033835836283618
124.0,2.0,0.0,0.05027574470665117
125.0,2.0,0.0,0.049529639285883054
126.0,2.0,0.0,0.048102802343862563
127.0,2.0,0.0,0.19896711791509064
128.0,2.0,0.0,0.18133881012516578
129.0,2.0,0.0,0.17703263373051403
130.0,2.0,0.0,0.1720435198190769
131.0,2.0,0.0,0.2513983185675362
132.0,2.0,0.0,0.24510321537093904
133.0,2.0,0.0,0.23857644467219263
134.0,2.0,0.0,0.23183626324227177
135.0,2.0,0.0,0.22490101127139325
136.0,2.0,0.0,0.217789046053723
137.0,2.0,0.0,0.2105186832145085
138.0,2.0,0.0,0.26857392139273856
139.0,2.0,0.0,0.40551561715034234
140.0,2.0,0.0,0.3989818783354878
141.0,2.0,0.0,0.39246961109010436
142.0,2.0,0.0,0.3859946272903761
143.0,2.0,0.0,0.3795722333618241
144.0,2.0,0.0,0.3732171613027262
145.0,2.0,0.0,0.3669435021036499
146.0,2.0,0.0,0.3607646428022525
147.0,2.0,0.0,0.3546932085999663
148.0,2.0,0.0,0.3487410115783748
149.0,2.0,0.0,0.34291900756716204
150.0,2.0,0.0,0.337237262618981
151.0,2.0,0.0,0.33170493033578047
152.0,2.0,0.0,0.46830185802877866
153.0,2.0,0.0,0.4638443358150862
154.0,2.0,0.0,0.4596345119563442
155.0,2.0,0.0,0.45567431032128314
156.0,2.0,0.0,0.45196430537107013
157.0,2.0,0.0,0.44850380027161824
158.0,2.0,0.0,0.4452909197934225
159.0,2.0,0.0,0.4423227147190679
160.0,2.0,0.0,0.43959527427201467
161.0,2.0,0.0,0.43710384307920447
162.0,2.0,0.0,0.4348429393617748
163.0,2.0,0.0,0.4328064713769887
164.0,2.0,0.0,0.43098784956766556
165.0,2.0,0.0,0.42939779554252455
166.0,2.0,0.0,0.42846592546793266
167.0,2.0,0.0,0.4283895141012842
168.0,2.0,0.0,0.42918292314817436
169.0,2.0,0.0,0.43086026159669566
170.0,2.0,0.0,0.43343545078329015
171.0,2.0,0.0,0.4367933970580218
172.0,2.0,0.0,0.440311624131992
173.0,2.0,0.0,0.4438975604269447
174.0,2.0,0.0,0.44754134397948564
175.0,2.0,0.0,0.4512333547843064
176.0,2.0,0.0,0.45496422614909116
177.0,2.0,0.0,0.45872485152338904
178.0,2.0,0.0,0.46250638750635487
179.0,2.0,0.0,0.46630025367953065
180.0,2.0,0.0,0.4700981298463251
181.0,2.0,0.0,0.4738919511935492
182.0,2.0,0.0,0.4776739018251867
183.0,2.0,0.0,0.4814364070565491
184.0,2.0,0.0,0.4236680333460617
185.0,2.0,0.0,0.4270120521446308
186.0,2.0,0.0,0.43031920423256564
187.0,2.0,0.0,0.43358343612086336
188.0,2.0,0.0,0.43679886951647995
189.0,2.0,0.0,0.4399597924314421
190.0,2.0,0.0,0.44306065044045745
191.0,2.0,0.0,0.4460960381542138
192.0,2.0,0.0,0.4490606909586411
193.0,2.0,0.0,0.45194947705644134
194.0,2.0,0.0,0.45475738983569675
195.0,2.0,0.0,0.4574795405810043
196.0,2.0,0.0,0.46011115153508075
197.0,2.0,0.0,0.4626475493127501
198.0,2.0,0.0,0.46508415866456854
199.0,2.0,0.0,0.46741649658368534
0.0,3.0,0.0,-0.005839179582414741
1.0,3.0,0.0,-0.0035618122220019005
2.0,3.0,0.0,0.05317855467357373
3.0,3.0,0.0,0.054735333014325795
4.0,3.0,0.0,0.05605120571309409
5.0,3.0,0.0,0.05712049653321956
6.0,3.0,0.0,0.057938248135035494
7.0,3.0,0.0,0.058500291288196
8.0,3.0,0.0,0.058803310556181376
9.0,3.0,0.0,0.05883936678339996
10.0,3.0,0.0,0.05840473471449638
11.0,3.0,0.0,0.057402757318767525
12.0,3.0,0.0,0.05584173529446784
13.0,3.0,0.0,0.053731133305751466
14.0,3.0,0.0,0.05108159965075432
15.0,3.0,0.0,0.047904974108570836
16.0,3.0,0.0,0.04421428358648263
17.0,3.0,0.0,0.040023725506997704
18.0,3.0,0.0,0.035348639200009496
19.0,3.0,0.0,0.030205465883631044
20.0,3.0,0.0,0.024611698113435027
21.0,3.0,0.0,0.01858581984081198
22.0,3.0,0.0,0.0121472384362174
23.0,3.0,0.0,0.005316210194419302
24.0,3.0,0.0,-0.0018862390579369726
25.0,3.0,0.0,-0.009438396588131864
26.0,3.0,0.0,-0.01731794696537789
27.0,3.0,0.0,-0.02550205626541882
28.0,3.0,0.0,-0.033967454797255436
29.0,3.0,0.0,-0.04269051702608942
30.0,3.0,0.0,-0.051647337543674676
31.0,3.0,0.0,-0.060813802133893674
32.0,3.0,0.0,-0.0701656531891097
33.0,3.0,0.0,-0.13234070154894
34.0,3.0,0.0,-0.14254656891475315
35.0,3.0,0.0,-0.15288763172515354
36.0,3.0,0.0,-0.16333814159253238
37.0,3.0,0.0,-0.1529719428252002
38.0,3.0,0.0,-0.16435871819347853
39.0,3.0,0.0,-0.1757863024467132
40.0,3.0,0.0,-0.18722746349620617
41.0,3.0,0.0,-0.1986550199411615
42.0,3.0,0.0,-0.210041853548881
43.0,3.0,0.0,-0.22136092017288023
44.0,3.0,0.0,-0.2325852600805664
45.0,3.0,0.0,-0.24368800869681953
46.0,3.0,0.0,-0.25464240878849886
47.0,3.0,0.0,-0.26542182511695106
